sep 21/16:30:38.546 DEBUG2 : 		

StartSession()

sep 21/16:30:38.546 INFO   : Debug Log(info): Loading the I-jet driver
sep 21/16:30:59.247 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.258 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.258 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.258 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.258 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
sep 21/16:30:59.258 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.258 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.271 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.271 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.271 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.271 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.271 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.271 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.271 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.272 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.274 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.274 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.275 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.275 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.275 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.276 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.276 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.276 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.276 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.276 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.276 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.276 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.276 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.277 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.277 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.289 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.289 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.289 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.289 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.289 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.289 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.301 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.301 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.302 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.302 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.302 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.302 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.302 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.303 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.306 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.306 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.307 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.307 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.307 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.308 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.308 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.308 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.308 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.308 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.309 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.309 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.309 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.309 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.309 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.320 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.320 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.320 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.320 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
sep 21/16:30:59.320 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.320 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.333 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.333 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.333 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.333 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.333 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.333 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.333 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.335 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.338 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.338 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.338 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.339 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.339 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.339 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.339 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.339 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.340 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.340 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.341 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.341 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.341 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.341 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.341 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.352 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.352 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.352 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.352 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.352 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.352 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.363 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.363 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.363 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.363 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.363 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.363 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.363 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.364 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.368 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.368 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.369 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.369 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.369 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.370 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.371 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.371 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.371 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.371 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.371 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.371 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.371 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.372 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.372 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.382 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.382 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.382 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.382 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.382 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.382 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.394 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.394 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.394 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.394 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.394 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.394 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.394 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.395 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.399 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.399 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.400 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.401 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.401 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.401 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.401 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.401 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.401 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.401 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.402 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.402 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.402 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.402 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.402 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.413 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.413 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.413 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.413 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.413 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.413 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.425 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.425 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.425 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.425 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.425 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.425 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.425 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.425 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.429 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.429 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.430 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.430 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.430 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.430 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.431 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.431 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.431 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.431 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.432 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.432 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.432 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.432 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.432 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.443 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.443 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.443 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.443 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.443 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.443 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.455 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.455 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.455 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.455 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.455 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.455 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.455 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.456 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.459 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.459 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.460 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.460 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.460 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.460 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.461 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.461 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.461 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.461 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.461 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.461 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.461 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.462 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.462 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.474 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
sep 21/16:30:59.474 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:59.474 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:59.474 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:59.474 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:59.474 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:59.485 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:59.485 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.486 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12d4a, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:59.486 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:59.486 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:59.486 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:59.486 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:59.487 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:59.490 DEBUG2 : 		CpuRegListGet(Core 0, R0 -> 0) = 0x5 (5)
sep 21/16:30:59.490 DEBUG2 : 		CpuRegListGet(Core 0, R1 -> 1) = 0x10002118 (268443928)
sep 21/16:30:59.491 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10002000, 512 bytes [by 0] = [ 00 0f 08 bf b8 f1 00 0f ... ])
sep 21/16:30:59.491 DEBUG2 : 		Write reg 1 of 1: R0[0x0] = 0x0 (0)
sep 21/16:30:59.491 DEBUG2 : 		CpuRegListSet(Core 0, 1 registers)
sep 21/16:30:59.491 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:59.492 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:59.492 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d4a (77130)
sep 21/16:30:59.492 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d4a, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:59.492 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d4c (77132)
sep 21/16:30:59.492 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:59.492 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:59.492 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:59.492 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:59.492 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:59.504 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d4a (77130)
